tissue	anchor	offset_nt	psites	n_tx	psites_norm
Fat	start	86	82866	70887	111.978803
Fat	start	87	984911	70881	861.290225
Fat	start	88	94784	70880	115.974196
Fat	start	89	79695	70876	105.457430
Fat	start	90	1083001	70871	930.496042
Fat	start	91	109651	70867	136.103997
Fat	start	92	79280	70865	103.091446
Fat	start	93	1065664	70860	910.855977
Fat	start	94	121858	70851	131.065239
Fat	start	95	79502	70848	108.356441
Fat	start	96	1132053	70845	928.193873
Fat	start	97	133540	70843	138.823783
Fat	start	98	80130	70838	107.229164
Fat	start	99	1029191	70832	961.859397
Fat	start	100	118930	70828	130.728265
Fat	start	101	75906	70826	115.190340
Fat	start	102	974756	70821	950.451259
Fat	start	103	110421	70818	136.790801
Fat	start	104	64720	70816	100.309168
Fat	start	105	969609	70809	999.057174
Fat	start	106	117893	70806	139.424714
Fat	start	107	73290	70801	95.630160
Fat	start	108	994018	70794	984.913210
Fat	start	109	126539	70790	133.188240
Fat	start	110	78907	70786	105.500656
Fat	start	111	1194280	70782	993.012617
Fat	start	112	131816	70776	142.099759
Fat	start	113	83962	70775	92.778653
Fat	start	114	1018228	70774	1006.518467
Fat	start	115	108923	70769	133.857022
Fat	start	116	72657	70761	106.742712
Fat	start	117	1059367	70757	1018.417266
Fat	start	118	121615	70754	159.908108
Fat	start	119	95299	70751	95.230785
Fat	start	120	1156208	70743	1016.182691
Fat	start	121	106436	70740	141.376563
Fat	start	122	89340	70735	107.158416
Fat	start	123	1046889	70733	1065.780197
Fat	start	124	116508	70732	144.242293
Fat	start	125	88466	70728	98.157920
Fat	start	126	1099488	70723	1044.603035
Fat	start	127	103737	70722	154.824872
Fat	start	128	70153	70719	111.945023
Fat	start	129	1158919	70709	1040.583170
Fat	start	130	120216	70705	156.763633
Fat	start	131	70129	70702	98.497871
Fat	start	132	1277220	70696	1053.799731
Fat	start	133	143201	70691	149.185615
Fat	start	134	82684	70683	111.805224
Fat	start	135	1183003	70678	1060.754714
Fat	start	136	99213	70671	140.229261
Fat	start	137	70460	70666	101.901062
Fat	start	138	1089355	70662	1048.880552
Fat	start	139	108670	70660	144.776763
Fat	start	140	72394	70651	108.413905
Fat	start	141	966785	70642	1059.501126
Fat	start	142	113443	70639	163.218690
Fat	start	143	81852	70633	115.396353
Fat	start	144	1191817	70623	1181.411875
Fat	start	145	135431	70619	152.714527
Fat	start	146	86559	70609	118.455856
Fat	start	147	1143624	70604	1201.409498
Fat	start	148	122657	70601	160.900643
Fat	start	149	79817	70596	132.342445
Fat	start	150	1186759	70592	1262.665353
Fat	stop	-150	1639600	71049	1143.698005
Fat	stop	-149	152214	71050	142.374939
Fat	stop	-148	92782	71050	104.769722
Fat	stop	-147	1192069	71052	1063.816293
Fat	stop	-146	123745	71053	135.895863
Fat	stop	-145	93219	71053	107.704584
Fat	stop	-144	1185313	71055	1052.036245
Fat	stop	-143	141767	71057	126.864714
Fat	stop	-142	98474	71059	94.429534
Fat	stop	-141	1174464	71061	1017.924016
Fat	stop	-140	122387	71061	133.140246
Fat	stop	-139	108637	71061	102.343414
Fat	stop	-138	1251814	71062	981.341605
Fat	stop	-137	129015	71063	125.433520
Fat	stop	-136	103918	71064	101.243678
Fat	stop	-135	1215974	71064	980.565914
Fat	stop	-134	153174	71064	129.597630
Fat	stop	-133	112379	71067	91.980222
Fat	stop	-132	1175957	71069	974.260962
Fat	stop	-131	122021	71070	123.838132
Fat	stop	-130	97973	71070	93.177643
Fat	stop	-129	1185308	71072	983.507033
Fat	stop	-128	136523	71074	122.577950
Fat	stop	-127	120895	71075	98.723765
Fat	stop	-126	1152927	71076	962.355239
Fat	stop	-125	132082	71077	127.450845
Fat	stop	-124	102380	71077	100.792740
Fat	stop	-123	1153635	71082	977.764202
Fat	stop	-122	118985	71082	121.722641
Fat	stop	-121	101263	71083	98.625649
Fat	stop	-120	1167012	71083	983.333415
Fat	stop	-119	139533	71084	119.496775
Fat	stop	-118	108213	71084	93.063543
Fat	stop	-117	1178895	71084	927.040665
Fat	stop	-116	127264	71085	121.093235
Fat	stop	-115	99244	71086	99.173045
Fat	stop	-114	1186435	71087	943.722697
Fat	stop	-113	127862	71088	119.802548
Fat	stop	-112	105821	71089	92.925013
Fat	stop	-111	1373600	71090	947.412002
Fat	stop	-110	118970	71090	122.522339
Fat	stop	-109	140391	71091	98.263218
Fat	stop	-108	1369588	71091	975.571782
Fat	stop	-107	147902	71092	114.905277
Fat	stop	-106	114967	71093	105.060439
Fat	stop	-105	1267811	71095	935.106485
Fat	stop	-104	143733	71095	120.155606
Fat	stop	-103	107054	71096	95.051640
Fat	stop	-102	1348578	71096	957.783921
Fat	stop	-101	180248	71097	118.501839
Fat	stop	-100	119545	71098	95.436932
Fat	stop	-99	1394462	71099	958.243570
Fat	stop	-98	139896	71099	113.955065
Fat	stop	-97	104270	71100	92.975604
Fat	stop	-96	1156080	71101	914.711764
Fat	stop	-95	153624	71102	118.738090
Fat	stop	-94	113151	71103	100.066487
Fat	stop	-93	1151699	71106	981.753318
Fat	stop	-92	124752	71107	126.952945
Fat	stop	-91	97658	71107	99.394263
Fat	stop	-90	1322536	71107	921.269211
Fat	stop	-89	203964	71107	122.889672
Fat	stop	-88	126491	71107	96.072938
Fat	stop	-87	1586352	71107	957.369806
Fat	stop	-86	134872	71107	125.059516
Fat	stop	-85	106402	71107	90.955674
Fat	stop	-84	1383053	71109	951.751928
Fat	stop	-83	137254	71109	119.047115
Fat	stop	-82	119726	71109	96.580920
Fat	stop	-81	1268754	71110	970.098142
Fat	stop	-80	138957	71110	112.668267
Fat	stop	-79	104843	71110	91.319969
Fat	stop	-78	1204466	71110	927.662429
Fat	stop	-77	140935	71110	121.803092
Fat	stop	-76	130506	71110	99.619379
Fat	stop	-75	1262887	71111	949.453571
Fat	stop	-74	135311	71112	125.074086
Fat	stop	-73	107043	71113	100.269456
Fat	stop	-72	1308200	71114	935.442783
Fat	stop	-71	142719	71114	132.057618
Fat	stop	-70	132842	71114	112.062722
Fat	stop	-69	1138946	71114	959.924594
Fat	stop	-68	122273	71114	119.725483
Fat	stop	-67	112535	71114	95.190740
Fat	stop	-66	1350593	71115	992.545682
Fat	stop	-65	135765	71115	131.880877
Fat	stop	-64	117361	71115	94.668652
Fat	stop	-63	1174219	71116	965.428336
Fat	stop	-62	135869	71116	108.297253
Fat	stop	-61	105092	71116	91.803815
Fat	stop	-60	1297021	71116	924.870941
Fat	stop	-59	158086	71116	118.307965
Fat	stop	-58	102136	71116	100.602270
Fat	stop	-57	1285238	71116	920.013798
Fat	stop	-56	149683	71116	119.342946
Fat	stop	-55	112095	71116	109.118406
Fat	stop	-54	1187583	71116	934.556464
Fat	stop	-53	135574	71116	114.204841
Fat	stop	-52	104515	71116	105.815756
Fat	stop	-51	1158590	71116	923.998416
Fat	stop	-50	122341	71116	118.015951
Fat	stop	-49	103041	71116	99.213806
Fat	stop	-48	1028746	71116	892.371596
Fat	stop	-47	110950	71116	115.830291
Fat	stop	-46	110870	71116	101.642907
Fat	stop	-45	1167606	71116	908.305231
Fat	stop	-44	147371	71116	114.311456
Fat	stop	-43	140578	71116	97.745084
Fat	stop	-42	1264695	71116	925.282890
Fat	stop	-41	117794	71116	128.749527
Fat	stop	-40	120113	71116	99.361059
Fat	stop	-39	1177565	71116	919.861885
Fat	stop	-38	120510	71116	115.723971
Fat	stop	-37	115039	71116	92.717824
Fat	stop	-36	1257390	71116	983.932495
Fat	stop	-35	127255	71116	116.887596
Fat	stop	-34	117789	71116	102.502114
Fat	stop	-33	1224275	71116	1065.395249
Fat	stop	-32	166601	71116	132.330973
Fat	stop	-31	119536	71116	97.785511
Fat	stop	-30	1497386	71116	1029.008810
Fat	stop	-29	150434	71116	140.719142
Fat	stop	-28	112682	71116	100.559945
Fat	stop	-27	1177978	71116	956.107819
Fat	stop	-26	127464	71116	124.409262
Fat	stop	-25	102576	71116	106.232542
Fat	stop	-24	1263384	71116	935.336193
Fat	stop	-23	155868	71116	127.581468
Fat	stop	-22	118799	71116	99.439198
Fat	stop	-21	1402838	71116	931.827747
Fat	stop	-20	144139	71116	129.952210
Fat	stop	-19	121341	71116	88.827409
Fat	stop	-18	1204161	71116	862.298341
Fat	stop	-17	156829	71116	148.562770
Fat	stop	-16	137539	71116	102.720149
Fat	stop	-15	1498005	71116	934.164097
Fat	stop	-14	141258	71116	132.365018
Fat	stop	-13	91181	71116	81.884602
Fat	stop	-12	1111704	71116	792.841715
Fat	stop	-11	94152	71116	74.428829
Fat	stop	-10	85801	71116	71.044849
Fat	stop	-9	1768233	71116	1212.548916
Fat	stop	-8	204128	71116	146.855927
Fat	stop	-7	124105	71116	128.442365
Fat	stop	-6	1994713	71116	1642.333693
Fat	stop	-5	108846	71116	103.788185
Fat	stop	-4	60173	71116	56.200777
Fat	stop	-3	988562	71116	870.769718
Fat	stop	-2	106708	71116	106.294223
Fat	stop	-1	73938	71116	78.990792
Fat	stop	0	3169431	71116	2780.559605
Fat	stop	1	700131	71116	478.029904
Fat	stop	2	109260	71116	116.069747
Fat	stop	3	60937	66242	66.048624
Fat	stop	4	34310	66242	33.977000
Fat	stop	5	41372	66241	31.322119
Fat	stop	6	39995	65719	27.933575
Fat	stop	7	51236	65691	34.947747
Fat	stop	8	30654	65664	28.616781
Fat	stop	9	20146	65655	23.788189
Fat	stop	10	26862	65624	27.910580
Fat	stop	11	33509	65617	34.703721
Fat	stop	12	16481	65596	20.505973
Fat	stop	13	24248	65574	24.750118
Fat	stop	14	27584	65555	41.058336
Fat	stop	15	18254	65538	21.755055
Fat	stop	16	23582	65525	30.665351
Fat	stop	17	20938	65510	28.007222
Fat	stop	18	13663	65492	16.255033
Fat	stop	19	16932	65476	21.552916
Fat	stop	20	15440	65452	23.869888
Fat	stop	21	11727	65414	20.875352
Fat	stop	22	15368	65384	20.738726
Fat	stop	23	14447	65347	18.328793
Fat	stop	24	10066	65292	17.436846
Fat	stop	25	17492	65243	16.595130
Fat	stop	26	19369	65208	30.558816
Fat	stop	27	12145	65176	29.743182
Fat	stop	28	17237	65148	15.452904
Fat	stop	29	12822	65116	25.101261
Fat	stop	30	8447	65095	21.789240
Fat	stop	31	15392	65072	42.473375
Fat	stop	32	16648	65029	21.932825
Fat	stop	33	9060	65002	15.887047
Fat	stop	34	15259	64974	18.933083
Fat	stop	35	17815	64944	35.068050
Fat	stop	36	11734	64905	14.203624
Fat	stop	37	16745	64871	39.921994
Fat	stop	38	16314	64812	22.020004
Fat	stop	39	15967	64778	19.062794
Fat	stop	40	16704	64738	28.992591
Fat	stop	41	15487	64673	23.122291
Fat	stop	42	9953	64633	15.826855
Fat	stop	43	17293	64568	29.810894
Fat	stop	44	13606	64502	20.434706
Fat	stop	45	26444	64445	15.440516
Fat	stop	46	13315	64400	26.465269
Fat	stop	47	21731	64325	27.962013
Fat	stop	48	11580	64275	19.615818
Fat	stop	49	16707	64216	28.981433
Fat	stop	50	15773	64142	23.396967
HA_EC	start	-50	26947	60411	141.305085
HA_EC	start	-49	32033	60609	153.749627
HA_EC	start	-48	43212	60855	184.527693
HA_EC	start	-47	34498	61042	178.003889
HA_EC	start	-46	45917	61219	165.649419
HA_EC	start	-45	51939	61408	193.275730
HA_EC	start	-44	53628	61615	168.408672
HA_EC	start	-43	34989	61807	165.363179
HA_EC	start	-42	37013	62046	145.547390
HA_EC	start	-41	54405	62268	150.773802
HA_EC	start	-40	39462	62524	155.149685
HA_EC	start	-39	40701	62741	182.369120
HA_EC	start	-38	29708	62960	155.552700
HA_EC	start	-37	34937	63199	154.460066
HA_EC	start	-36	49524	63456	160.894825
HA_EC	start	-35	44205	63701	155.153089
HA_EC	start	-34	42142	63909	146.932670
HA_EC	start	-33	52731	64160	154.455251
HA_EC	start	-32	34236	64386	138.034339
HA_EC	start	-31	38684	64652	158.615962
HA_EC	start	-30	43826	64947	142.829365
HA_EC	start	-29	37247	65224	152.723490
HA_EC	start	-28	46508	65468	167.016157
HA_EC	start	-27	72478	65731	168.503327
HA_EC	start	-26	38823	66047	156.325596
HA_EC	start	-25	44371	66294	172.289204
HA_EC	start	-24	51849	66565	157.007367
HA_EC	start	-23	47130	66820	163.386265
HA_EC	start	-22	43593	67079	174.323940
HA_EC	start	-21	49198	67368	162.934346
HA_EC	start	-20	40994	67610	131.099295
HA_EC	start	-19	44421	67832	145.979163
HA_EC	start	-18	66905	68020	160.338067
HA_EC	start	-17	44823	68233	155.461781
HA_EC	start	-16	33461	68458	130.180856
HA_EC	start	-15	47848	68683	138.869030
HA_EC	start	-14	48046	68866	178.305696
HA_EC	start	-13	61009	69077	168.545962
HA_EC	start	-12	57339	69263	166.048308
HA_EC	start	-11	50485	69448	179.423804
HA_EC	start	-10	38685	69590	156.393953
HA_EC	start	-9	62969	69764	156.712676
HA_EC	start	-8	40114	69882	139.857677
HA_EC	start	-7	28419	69986	115.760750
HA_EC	start	-6	56074	70096	137.145598
HA_EC	start	-5	46508	70186	139.653746
HA_EC	start	-4	31694	70278	104.544258
HA_EC	start	-3	50195	70332	132.954916
HA_EC	start	-2	34497	70374	146.294556
HA_EC	start	-1	174031	70414	386.395390
HA_EC	start	0	1572194	71116	2500.712836
HA_EC	start	1	129187	71116	295.296541
HA_EC	start	2	140505	71116	346.758703
HA_EC	start	3	818347	71115	1184.977621
HA_EC	start	4	67590	71115	164.615722
HA_EC	start	5	90324	71115	225.979520
HA_EC	start	6	493740	71112	953.715083
HA_EC	start	7	52957	71111	130.604295
HA_EC	start	8	125372	71109	295.579176
HA_EC	start	9	726777	71108	1249.740867
HA_EC	start	10	47510	71103	113.065945
HA_EC	start	11	113828	71100	235.216138
HA_EC	start	12	842863	71098	1470.327725
HA_EC	start	13	53145	71097	133.977990
HA_EC	start	14	81787	71094	177.583455
HA_EC	start	15	487408	71090	788.270252
HA_EC	start	16	66414	71085	144.219126
HA_EC	start	17	93975	71085	216.559130
HA_EC	start	18	403086	71083	818.364793
HA_EC	start	19	53930	71081	124.130619
HA_EC	start	20	90101	71078	202.662087
HA_EC	start	21	421293	71077	789.227959
HA_EC	start	22	55411	71076	147.023493
HA_EC	start	23	85146	71074	200.003433
HA_EC	start	24	433026	71073	754.095213
HA_EC	start	25	55280	71072	134.868197
HA_EC	start	26	88965	71070	184.931403
HA_EC	start	27	399357	71065	668.715563
HA_EC	start	28	53477	71063	123.301224
HA_EC	start	29	81207	71061	180.549985
HA_EC	start	30	367629	71058	720.624889
HA_EC	start	31	47040	71054	120.646979
HA_EC	start	32	90475	71052	176.611377
HA_EC	start	33	499993	71050	668.116581
HA_EC	start	34	53692	71049	112.442899
HA_EC	start	35	68043	71046	158.379328
HA_EC	start	36	400545	71045	648.491930
HA_EC	start	37	49020	71045	128.622194
HA_EC	start	38	74849	71042	191.701130
HA_EC	start	39	351513	71039	626.356892
HA_EC	start	40	48327	71035	106.265180
HA_EC	start	41	85462	71031	171.815482
HA_EC	start	42	338033	71026	625.877897
HA_EC	start	43	43011	71024	112.309223
HA_EC	start	44	67841	71021	163.744845
HA_EC	start	45	346906	71018	645.376095
HA_EC	start	46	51830	71014	109.088054
HA_EC	start	47	74523	71013	170.245933
HA_EC	start	48	289827	71011	617.573582
HA_EC	start	49	37373	71007	113.915626
HA_EC	start	50	65297	71006	190.947708
HA_EC	start	51	367990	71004	627.190120
HA_EC	start	52	42355	70996	112.121417
HA_EC	start	53	63165	70994	146.571993
HA_EC	start	54	311302	70992	612.137084
HA_EC	start	55	34653	70991	116.031962
HA_EC	start	56	67539	70989	142.468005
HA_EC	start	57	390180	70988	618.929017
HA_EC	start	58	57293	70984	113.378938
HA_EC	start	59	102433	70981	160.198722
HA_EC	start	60	382177	70980	609.075460
HA_EC	start	61	41801	70980	99.308262
HA_EC	start	62	81289	70978	177.558730
HA_EC	start	63	389218	70973	632.431942
HA_EC	start	64	40138	70970	117.940999
HA_EC	start	65	67493	70966	167.786157
HA_EC	start	66	291868	70960	651.327296
HA_EC	start	67	45589	70953	115.606849
HA_EC	start	68	89438	70951	175.396766
HA_EC	start	69	342110	70947	649.169518
HA_EC	start	70	43463	70943	117.341466
HA_EC	start	71	72081	70940	166.123362
HA_EC	start	72	388323	70938	632.746190
HA_EC	start	73	44593	70931	118.431112
HA_EC	start	74	74389	70926	154.716398
HA_EC	start	75	288432	70920	621.881987
HA_EC	start	76	40782	70917	108.825153
HA_EC	start	77	78497	70912	158.189355
HA_EC	start	78	322146	70910	603.425051
HA_EC	start	79	42941	70904	105.907279
HA_EC	start	80	67928	70902	176.949828
HA_EC	start	81	281617	70901	663.563257
HA_EC	start	82	42235	70898	120.973303
HA_EC	start	83	73256	70898	167.411040
HA_EC	start	84	300283	70892	616.506972
HA_EC	start	85	41581	70888	116.801478
HA_EC	start	86	85713	70887	174.910869
HA_EC	start	87	337438	70881	608.934262
HA_EC	start	88	41632	70880	110.866797
HA_EC	start	89	85112	70876	156.768745
HA_EC	start	90	384297	70871	639.202392
HA_EC	start	91	41038	70867	104.329598
HA_EC	start	92	77185	70865	156.422756
HA_EC	start	93	353710	70860	601.459011
HA_EC	start	94	58877	70851	107.034019
HA_EC	start	95	101064	70848	177.496316
HA_EC	start	96	367486	70845	621.476163
HA_EC	start	97	54762	70843	106.012502
HA_EC	start	98	73213	70838	166.976643
HA_EC	start	99	342875	70832	604.018448
HA_EC	start	100	50152	70828	120.326430
HA_EC	start	101	86843	70826	158.072264
HA_EC	start	102	344894	70821	612.376989
HA_EC	start	103	50784	70818	120.185656
HA_EC	start	104	75637	70816	173.497124
HA_EC	start	105	317897	70809	663.839752
HA_EC	start	106	44077	70806	108.159232
HA_EC	start	107	70719	70801	163.975030
HA_EC	start	108	365998	70794	618.633079
HA_EC	start	109	59434	70790	111.117893
HA_EC	start	110	86633	70786	164.531132
HA_EC	start	111	436807	70782	618.531452
HA_EC	start	112	46349	70776	107.762063
HA_EC	start	113	79931	70775	150.949550
HA_EC	start	114	324377	70774	640.268951
HA_EC	start	115	41453	70769	111.796136
HA_EC	start	116	70847	70761	160.789751
HA_EC	start	117	304558	70757	668.924133
HA_EC	start	118	48423	70754	127.829747
HA_EC	start	119	72475	70751	158.074977
HA_EC	start	120	283009	70743	591.093525
HA_EC	start	121	43045	70740	106.737648
HA_EC	start	122	96816	70735	172.162312
HA_EC	start	123	314360	70733	639.190256
HA_EC	start	124	39709	70732	111.272341
HA_EC	start	125	74429	70728	171.112887
HA_EC	start	126	314249	70723	662.874571
HA_EC	start	127	41536	70722	120.625096
HA_EC	start	128	73990	70719	169.217834
HA_EC	start	129	344054	70709	664.657662
HA_EC	start	130	50335	70705	128.469648
HA_EC	start	131	69471	70702	177.120133
HA_EC	start	132	317229	70696	628.703882
HA_EC	start	133	47870	70691	101.634492
HA_EC	start	134	80395	70683	177.574601
HA_EC	start	135	296642	70678	601.015901
HA_EC	start	136	39962	70671	108.142328
HA_EC	start	137	68397	70666	174.091742
HA_EC	start	138	264808	70662	640.287181
HA_EC	start	139	38449	70660	109.014926
HA_EC	start	140	62402	70651	163.228873
HA_EC	start	141	278938	70642	627.740189
HA_EC	start	142	44031	70639	108.388707
HA_EC	start	143	81442	70633	189.277841
HA_EC	start	144	326325	70623	699.258677
HA_EC	start	145	46754	70619	117.689508
HA_EC	start	146	71791	70609	181.628663
HA_EC	start	147	324809	70604	688.190991
HA_EC	start	148	48613	70601	132.687297
HA_EC	start	149	84708	70596	194.065234
HA_EC	start	150	303531	70592	765.118073
HA_EC	stop	-150	357587	71049	908.890823
HA_EC	stop	-149	57305	71050	138.173625
HA_EC	stop	-148	79977	71050	237.480782
HA_EC	stop	-147	287830	71052	846.744241
HA_EC	stop	-146	44093	71053	138.338353
HA_EC	stop	-145	67715	71053	207.325731
HA_EC	stop	-144	276750	71055	816.017335
HA_EC	stop	-143	46464	71057	134.813825
HA_EC	stop	-142	64644	71059	215.914133
HA_EC	stop	-141	265579	71061	779.906322
HA_EC	stop	-140	40728	71061	142.265473
HA_EC	stop	-139	73419	71061	222.371256
HA_EC	stop	-138	283032	71062	789.477586
HA_EC	stop	-137	42690	71063	122.577480
HA_EC	stop	-136	78661	71064	206.741947
HA_EC	stop	-135	331090	71064	769.716588
HA_EC	stop	-134	48492	71064	119.187870
HA_EC	stop	-133	80138	71067	217.057073
HA_EC	stop	-132	308414	71069	809.872221
HA_EC	stop	-131	39195	71070	117.472532
HA_EC	stop	-130	69817	71070	208.973597
HA_EC	stop	-129	287280	71072	766.745821
HA_EC	stop	-128	46100	71074	109.012531
HA_EC	stop	-127	70638	71075	207.415699
HA_EC	stop	-126	276154	71076	778.468429
HA_EC	stop	-125	42951	71077	122.509446
HA_EC	stop	-124	90588	71077	206.839028
HA_EC	stop	-123	353901	71082	741.118221
HA_EC	stop	-122	44500	71082	113.435590
HA_EC	stop	-121	70575	71083	212.597997
HA_EC	stop	-120	312177	71083	786.523969
HA_EC	stop	-119	47032	71084	128.565298
HA_EC	stop	-118	80621	71084	188.294460
HA_EC	stop	-117	336087	71084	757.066368
HA_EC	stop	-116	43582	71085	118.413431
HA_EC	stop	-115	61890	71086	196.948483
HA_EC	stop	-114	284619	71087	742.929079
HA_EC	stop	-113	39866	71088	112.226961
HA_EC	stop	-112	77758	71089	215.395468
HA_EC	stop	-111	305694	71090	792.979781
HA_EC	stop	-110	41019	71090	119.982458
HA_EC	stop	-109	78181	71091	206.618360
HA_EC	stop	-108	320905	71091	776.847937
HA_EC	stop	-107	48052	71092	114.346987
HA_EC	stop	-106	81015	71093	233.156984
HA_EC	stop	-105	274274	71095	726.803412
HA_EC	stop	-104	45725	71095	115.517232
HA_EC	stop	-103	73383	71096	211.612634
HA_EC	stop	-102	280141	71096	736.670199
HA_EC	stop	-101	51693	71097	120.402867
HA_EC	stop	-100	100431	71098	212.433708
HA_EC	stop	-99	337203	71099	741.033049
HA_EC	stop	-98	38936	71099	122.391154
HA_EC	stop	-97	73058	71100	205.009317
HA_EC	stop	-96	257312	71101	758.326294
HA_EC	stop	-95	42353	71102	123.187955
HA_EC	stop	-94	101210	71103	201.268188
HA_EC	stop	-93	331578	71106	766.460551
HA_EC	stop	-92	43703	71107	125.499819
HA_EC	stop	-91	83033	71107	194.841671
HA_EC	stop	-90	337727	71107	726.886330
HA_EC	stop	-89	61035	71107	116.390054
HA_EC	stop	-88	93944	71107	198.996513
HA_EC	stop	-87	435725	71107	734.504153
HA_EC	stop	-86	48862	71107	113.747553
HA_EC	stop	-85	71781	71107	220.308430
HA_EC	stop	-84	320596	71109	729.747332
HA_EC	stop	-83	49091	71109	120.313126
HA_EC	stop	-82	78022	71109	208.782379
HA_EC	stop	-81	298590	71110	700.186350
HA_EC	stop	-80	45461	71110	113.261864
HA_EC	stop	-79	83152	71110	197.176579
HA_EC	stop	-78	341240	71110	787.012581
HA_EC	stop	-77	45344	71110	126.291987
HA_EC	stop	-76	93693	71110	217.500192
HA_EC	stop	-75	359985	71111	788.679711
HA_EC	stop	-74	45320	71112	114.414261
HA_EC	stop	-73	71325	71113	208.303125
HA_EC	stop	-72	340239	71114	735.898319
HA_EC	stop	-71	39830	71114	122.821775
HA_EC	stop	-70	78162	71114	200.795756
HA_EC	stop	-69	261920	71114	736.375412
HA_EC	stop	-68	38573	71114	110.521737
HA_EC	stop	-67	70670	71114	221.731756
HA_EC	stop	-66	284716	71115	732.191891
HA_EC	stop	-65	44053	71115	130.839940
HA_EC	stop	-64	67876	71115	197.236244
HA_EC	stop	-63	266780	71116	766.097682
HA_EC	stop	-62	49131	71116	119.492763
HA_EC	stop	-61	72893	71116	190.531293
HA_EC	stop	-60	305464	71116	708.017800
HA_EC	stop	-59	45019	71116	127.182714
HA_EC	stop	-58	72887	71116	217.539369
HA_EC	stop	-57	281091	71116	708.187891
HA_EC	stop	-56	42439	71116	128.958586
HA_EC	stop	-55	63422	71116	205.271990
HA_EC	stop	-54	257782	71116	788.521697
HA_EC	stop	-53	41662	71116	116.100322
HA_EC	stop	-52	73922	71116	232.761312
HA_EC	stop	-51	317040	71116	725.054985
HA_EC	stop	-50	45217	71116	134.031312
HA_EC	stop	-49	74150	71116	197.921631
HA_EC	stop	-48	287473	71116	692.072680
HA_EC	stop	-47	40330	71116	113.194651
HA_EC	stop	-46	80649	71116	205.115080
HA_EC	stop	-45	277322	71116	727.711413
HA_EC	stop	-44	39446	71116	114.816430
HA_EC	stop	-43	70038	71116	186.973537
HA_EC	stop	-42	286671	71116	741.166173
HA_EC	stop	-41	36325	71116	135.558741
HA_EC	stop	-40	76863	71116	199.599285
HA_EC	stop	-39	318694	71116	722.228595
HA_EC	stop	-38	37374	71116	120.119720
HA_EC	stop	-37	75300	71116	197.619839
HA_EC	stop	-36	302336	71116	774.314444
HA_EC	stop	-35	44518	71116	128.375344
HA_EC	stop	-34	80957	71116	206.076129
HA_EC	stop	-33	294523	71116	797.132908
HA_EC	stop	-32	46669	71116	141.642424
HA_EC	stop	-31	80645	71116	206.689008
HA_EC	stop	-30	351627	71116	806.937117
HA_EC	stop	-29	52241	71116	175.506964
HA_EC	stop	-28	78090	71116	239.317620
HA_EC	stop	-27	289290	71116	793.847773
HA_EC	stop	-26	43014	71116	131.860663
HA_EC	stop	-25	76929	71116	209.488743
HA_EC	stop	-24	279047	71116	756.058406
HA_EC	stop	-23	43049	71116	127.483903
HA_EC	stop	-22	84858	71116	216.292541
HA_EC	stop	-21	355607	71116	788.502435
HA_EC	stop	-20	44593	71116	149.028815
HA_EC	stop	-19	74396	71116	214.094737
HA_EC	stop	-18	304105	71116	708.462360
HA_EC	stop	-17	40985	71116	116.832099
HA_EC	stop	-16	93893	71116	205.607417
HA_EC	stop	-15	292627	71116	720.657993
HA_EC	stop	-14	38286	71116	120.438480
HA_EC	stop	-13	63223	71116	180.865969
HA_EC	stop	-12	229154	71116	625.313793
HA_EC	stop	-11	26126	71116	78.079763
HA_EC	stop	-10	58240	71116	175.816704
HA_EC	stop	-9	416287	71116	962.005015
HA_EC	stop	-8	53380	71116	143.933204
HA_EC	stop	-7	76163	71116	240.481518
HA_EC	stop	-6	333544	71116	785.431139
HA_EC	stop	-5	41762	71116	122.425161
HA_EC	stop	-4	63379	71116	173.690118
HA_EC	stop	-3	283314	71116	726.249648
HA_EC	stop	-2	37470	71116	117.662923
HA_EC	stop	-1	76518	71116	248.923883
HA_EC	stop	0	823080	71116	2520.181682
HA_EC	stop	1	150386	71116	347.018958
HA_EC	stop	2	49934	71116	190.476436
HA_EC	stop	3	26813	66242	88.324347
HA_EC	stop	4	9920	66242	31.249100
HA_EC	stop	5	7979	66241	34.931380
HA_EC	stop	6	8877	65719	22.049812
HA_EC	stop	7	10769	65691	35.456770
HA_EC	stop	8	7341	65664	25.729154
HA_EC	stop	9	6323	65655	24.558348
HA_EC	stop	10	6745	65624	21.284876
HA_EC	stop	11	6422	65617	26.189735
HA_EC	stop	12	3458	65596	11.539594
HA_EC	stop	13	5064	65574	21.133727
HA_EC	stop	14	6865	65555	30.233858
HA_EC	stop	15	4987	65538	22.880713
HA_EC	stop	16	4196	65525	20.543113
HA_EC	stop	17	4457	65510	23.005306
HA_EC	stop	18	3577	65492	9.880570
HA_EC	stop	19	4306	65476	17.133454
HA_EC	stop	20	4795	65452	13.960958
HA_EC	stop	21	3966	65414	24.924650
HA_EC	stop	22	4534	65384	16.222922
HA_EC	stop	23	3742	65347	27.251699
HA_EC	stop	24	3775	65292	11.478615
HA_EC	stop	25	5582	65243	21.844707
HA_EC	stop	26	4180	65208	22.637351
HA_EC	stop	27	4005	65176	14.336805
HA_EC	stop	28	5569	65148	15.634087
HA_EC	stop	29	3400	65116	12.383308
HA_EC	stop	30	2956	65095	19.857254
HA_EC	stop	31	4473	65072	14.404075
HA_EC	stop	32	3775	65029	20.465821
HA_EC	stop	33	2179	65002	13.569650
