tissue	anchor	offset_nt	psites	n_tx	psites_norm
HA_EC	stop	34	4458	64974	14.964923
HA_EC	stop	35	5176	64944	13.450517
HA_EC	stop	36	3340	64905	11.169297
HA_EC	stop	37	5534	64871	13.555949
HA_EC	stop	38	4584	64812	20.619546
HA_EC	stop	39	3927	64778	16.961184
HA_EC	stop	40	4725	64738	28.417857
HA_EC	stop	41	4934	64673	16.061629
HA_EC	stop	42	4818	64633	20.110042
HA_EC	stop	43	5747	64568	20.370042
HA_EC	stop	44	3547	64502	19.171800
HA_EC	stop	45	11315	64445	10.702861
HA_EC	stop	46	3678	64400	18.645692
HA_EC	stop	47	4196	64325	16.427259
HA_EC	stop	48	2757	64275	17.074188
HA_EC	stop	49	4197	64216	14.954538
HA_EC	stop	50	2919	64142	20.064216
HCAEC	start	-50	82395	60411	163.885023
HCAEC	start	-49	117836	60609	167.546949
HCAEC	start	-48	139124	60855	155.953593
HCAEC	start	-47	105998	61042	161.848070
HCAEC	start	-46	113683	61219	176.483482
HCAEC	start	-45	169188	61408	166.172913
HCAEC	start	-44	118569	61615	143.045043
HCAEC	start	-43	88599	61807	142.478423
HCAEC	start	-42	135968	62046	143.666559
HCAEC	start	-41	120590	62268	146.123927
HCAEC	start	-40	117864	62524	157.974017
HCAEC	start	-39	137065	62741	152.077968
HCAEC	start	-38	87381	62960	143.503938
HCAEC	start	-37	117456	63199	142.814199
HCAEC	start	-36	186269	63456	149.258756
HCAEC	start	-35	112683	63701	138.073213
HCAEC	start	-34	98013	63909	128.699604
HCAEC	start	-33	152002	64160	135.782527
HCAEC	start	-32	99811	64386	132.305159
HCAEC	start	-31	110898	64652	136.550445
HCAEC	start	-30	163606	64947	131.538956
HCAEC	start	-29	111742	65224	114.950800
HCAEC	start	-28	208003	65468	148.203104
HCAEC	start	-27	212644	65731	150.903334
HCAEC	start	-26	131449	66047	137.303274
HCAEC	start	-25	134648	66294	154.660888
HCAEC	start	-24	179117	66565	156.546541
HCAEC	start	-23	151993	66820	141.900257
HCAEC	start	-22	133763	67079	158.686310
HCAEC	start	-21	158552	67368	151.544584
HCAEC	start	-20	137431	67610	131.016702
HCAEC	start	-19	121358	67832	131.140899
HCAEC	start	-18	226491	68020	154.087230
HCAEC	start	-17	146576	68233	135.619006
HCAEC	start	-16	139887	68458	121.861820
HCAEC	start	-15	185363	68683	144.471575
HCAEC	start	-14	143150	68866	160.327411
HCAEC	start	-13	200252	69077	159.516371
HCAEC	start	-12	280156	69263	166.176866
HCAEC	start	-11	209488	69448	184.470236
HCAEC	start	-10	169633	69590	137.382050
HCAEC	start	-9	222727	69764	130.537688
HCAEC	start	-8	188025	69882	128.507140
HCAEC	start	-7	101265	69986	100.113958
HCAEC	start	-6	162142	70096	101.381362
HCAEC	start	-5	178607	70186	125.739833
HCAEC	start	-4	91515	70278	88.927678
HCAEC	start	-3	155755	70332	114.836865
HCAEC	start	-2	148889	70374	123.056154
HCAEC	start	-1	561273	70414	315.798763
HCAEC	start	0	8542698	71116	3421.324073
HCAEC	start	1	704152	71116	354.406559
HCAEC	start	2	260701	71116	199.237525
HCAEC	start	3	2752181	71115	1156.856954
HCAEC	start	4	231165	71115	149.908790
HCAEC	start	5	160017	71115	125.175751
HCAEC	start	6	1281252	71112	672.547653
HCAEC	start	7	175993	71111	125.484788
HCAEC	start	8	238993	71109	184.508895
HCAEC	start	9	1987242	71108	877.339555
HCAEC	start	10	150794	71103	115.891271
HCAEC	start	11	240524	71100	150.940123
HCAEC	start	12	1711794	71098	845.351219
HCAEC	start	13	176430	71097	130.365236
HCAEC	start	14	156513	71094	117.336288
HCAEC	start	15	1170599	71090	652.124910
HCAEC	start	16	224156	71085	121.300648
HCAEC	start	17	198042	71085	140.095677
HCAEC	start	18	1160362	71083	632.698451
HCAEC	start	19	170147	71081	113.083193
HCAEC	start	20	165608	71078	127.880231
HCAEC	start	21	1186493	71077	617.560162
HCAEC	start	22	171173	71076	120.755917
HCAEC	start	23	186951	71074	123.175169
HCAEC	start	24	1198440	71073	634.119663
HCAEC	start	25	165009	71072	114.121914
HCAEC	start	26	196443	71070	125.046210
HCAEC	start	27	1316419	71065	629.001033
HCAEC	start	28	190551	71063	120.918822
HCAEC	start	29	183147	71061	127.636807
HCAEC	start	30	1409687	71058	690.626810
HCAEC	start	31	172582	71054	119.581643
HCAEC	start	32	203075	71052	135.643004
HCAEC	start	33	1560943	71050	677.509317
HCAEC	start	34	295350	71049	123.215913
HCAEC	start	35	188120	71046	138.774671
HCAEC	start	36	2095323	71045	670.306550
HCAEC	start	37	226227	71045	116.820588
HCAEC	start	38	213663	71042	128.268390
HCAEC	start	39	1416739	71039	671.195912
HCAEC	start	40	173222	71035	110.711909
HCAEC	start	41	224583	71031	121.074648
HCAEC	start	42	1338130	71026	682.155900
HCAEC	start	43	173886	71024	110.704902
HCAEC	start	44	167830	71021	125.902118
HCAEC	start	45	1417782	71018	718.387287
HCAEC	start	46	162475	71014	119.134207
HCAEC	start	47	178773	71013	131.417370
HCAEC	start	48	1396413	71011	721.551242
HCAEC	start	49	166485	71007	119.659849
HCAEC	start	50	181105	71006	129.475631
HCAEC	start	51	1591542	71004	749.302557
HCAEC	start	52	160865	70996	118.931688
HCAEC	start	53	172283	70994	126.591053
HCAEC	start	54	1644359	70992	715.430859
HCAEC	start	55	155543	70991	111.113831
HCAEC	start	56	186526	70989	117.535917
HCAEC	start	57	2123137	70988	757.339731
HCAEC	start	58	275855	70984	119.990579
HCAEC	start	59	325806	70981	120.196898
HCAEC	start	60	2531271	70980	755.517499
HCAEC	start	61	214349	70980	124.238172
HCAEC	start	62	245828	70978	122.900373
HCAEC	start	63	1902501	70973	768.539508
HCAEC	start	64	206682	70970	115.084504
HCAEC	start	65	216458	70966	130.081619
HCAEC	start	66	1669675	70960	778.568609
HCAEC	start	67	213908	70953	113.762546
HCAEC	start	68	243180	70951	135.375509
HCAEC	start	69	1861918	70947	784.387808
HCAEC	start	70	227721	70943	118.029408
HCAEC	start	71	266708	70940	129.411283
HCAEC	start	72	1920068	70938	780.925250
HCAEC	start	73	243166	70931	116.397138
HCAEC	start	74	236867	70926	139.529905
HCAEC	start	75	1574763	70920	806.608467
HCAEC	start	76	207075	70917	117.917024
HCAEC	start	77	245255	70912	124.193558
HCAEC	start	78	1569827	70910	777.142409
HCAEC	start	79	233866	70904	113.830825
HCAEC	start	80	188355	70902	124.177628
HCAEC	start	81	1404566	70901	769.784207
HCAEC	start	82	181057	70898	122.797910
HCAEC	start	83	223185	70898	135.906250
HCAEC	start	84	1436733	70892	778.568065
HCAEC	start	85	189468	70888	118.140264
HCAEC	start	86	240412	70887	125.483408
HCAEC	start	87	1596886	70881	775.656260
HCAEC	start	88	188539	70880	114.524722
HCAEC	start	89	226163	70876	120.346504
HCAEC	start	90	1887498	70871	788.133263
HCAEC	start	91	239184	70867	127.985826
HCAEC	start	92	220454	70865	131.989344
HCAEC	start	93	1708577	70860	774.276937
HCAEC	start	94	231505	70851	113.158444
HCAEC	start	95	233548	70848	128.522694
HCAEC	start	96	2121459	70845	782.424639
HCAEC	start	97	319307	70843	131.396854
HCAEC	start	98	224473	70838	133.154997
HCAEC	start	99	1633295	70832	803.263880
HCAEC	start	100	231378	70828	119.494588
HCAEC	start	101	219461	70826	127.401444
HCAEC	start	102	1531707	70821	808.294129
HCAEC	start	103	198477	70818	135.766418
HCAEC	start	104	190308	70816	125.670013
HCAEC	start	105	1513841	70809	802.582720
HCAEC	start	106	193842	70806	124.226876
HCAEC	start	107	196180	70801	121.736021
HCAEC	start	108	1667385	70794	804.827954
HCAEC	start	109	194468	70790	130.905422
HCAEC	start	110	206880	70786	122.311356
HCAEC	start	111	1911261	70782	804.264146
HCAEC	start	112	206770	70776	119.070766
HCAEC	start	113	245910	70775	122.618102
HCAEC	start	114	1630545	70774	817.935603
HCAEC	start	115	196086	70769	127.087400
HCAEC	start	116	161007	70761	119.326678
HCAEC	start	117	1415090	70757	764.517831
HCAEC	start	118	207838	70754	125.284340
HCAEC	start	119	211937	70751	112.490593
HCAEC	start	120	1600016	70743	738.127436
HCAEC	start	121	206556	70740	117.560279
HCAEC	start	122	283099	70735	120.856983
HCAEC	start	123	1604438	70733	800.142659
HCAEC	start	124	220046	70732	127.759272
HCAEC	start	125	226846	70728	125.430823
HCAEC	start	126	1694248	70723	789.135199
HCAEC	start	127	180816	70722	124.490781
HCAEC	start	128	188762	70719	123.882574
HCAEC	start	129	1777508	70709	839.120967
HCAEC	start	130	204316	70705	133.777977
HCAEC	start	131	203204	70702	140.200893
HCAEC	start	132	2086372	70696	837.467986
HCAEC	start	133	215053	70691	120.739778
HCAEC	start	134	201848	70683	124.626543
HCAEC	start	135	1444419	70678	792.368026
HCAEC	start	136	159902	70671	115.599963
HCAEC	start	137	171097	70666	128.321687
HCAEC	start	138	1437043	70662	803.147547
HCAEC	start	139	193202	70660	120.269175
HCAEC	start	140	160234	70651	115.522492
HCAEC	start	141	1344588	70642	786.376428
HCAEC	start	142	168422	70639	121.905063
HCAEC	start	143	214348	70633	120.905597
HCAEC	start	144	1631377	70623	867.229451
HCAEC	start	145	195584	70619	125.905603
HCAEC	start	146	209950	70609	128.488438
HCAEC	start	147	1520263	70604	876.938361
HCAEC	start	148	186418	70601	130.853183
HCAEC	start	149	216514	70596	130.043877
HCAEC	start	150	1470577	70592	926.663124
HCAEC	stop	-150	1821281	71049	1091.152942
HCAEC	stop	-149	191025	71050	150.148821
HCAEC	stop	-148	185865	71050	157.023049
HCAEC	stop	-147	1324431	71052	975.366909
HCAEC	stop	-146	180870	71053	134.342909
HCAEC	stop	-145	187607	71053	141.092212
HCAEC	stop	-144	1443949	71055	937.283459
HCAEC	stop	-143	218518	71057	137.007889
HCAEC	stop	-142	196267	71059	148.004399
HCAEC	stop	-141	1329629	71061	895.339103
HCAEC	stop	-140	180247	71061	134.786854
HCAEC	stop	-139	203678	71061	141.135275
HCAEC	stop	-138	1367428	71062	920.897401
HCAEC	stop	-137	173688	71063	132.994482
HCAEC	stop	-136	195641	71064	148.110329
HCAEC	stop	-135	1464197	71064	923.585832
HCAEC	stop	-134	240172	71064	119.535001
HCAEC	stop	-133	187894	71067	142.531986
HCAEC	stop	-132	1336982	71069	868.227506
HCAEC	stop	-131	166539	71070	124.478299
HCAEC	stop	-130	168405	71070	144.350939
HCAEC	stop	-129	1269551	71072	878.087336
HCAEC	stop	-128	178395	71074	122.005687
HCAEC	stop	-127	194098	71075	142.023984
HCAEC	stop	-126	1211019	71076	889.368194
HCAEC	stop	-125	175235	71077	130.814900
HCAEC	stop	-124	216135	71077	135.212467
HCAEC	stop	-123	1536834	71082	878.910823
HCAEC	stop	-122	194174	71082	135.282259
HCAEC	stop	-121	239708	71083	148.001370
HCAEC	stop	-120	1557946	71083	913.293301
HCAEC	stop	-119	202111	71084	125.223411
HCAEC	stop	-118	201845	71084	135.020136
HCAEC	stop	-117	1377870	71084	879.700693
HCAEC	stop	-116	182394	71085	127.819501
HCAEC	stop	-115	176850	71086	140.385861
HCAEC	stop	-114	1651641	71087	869.951798
HCAEC	stop	-113	205208	71088	132.098490
HCAEC	stop	-112	213588	71089	138.190766
HCAEC	stop	-111	1439746	71090	899.302230
HCAEC	stop	-110	176973	71090	115.902321
HCAEC	stop	-109	228506	71091	139.531485
HCAEC	stop	-108	1445811	71091	944.226430
HCAEC	stop	-107	179611	71092	123.408379
HCAEC	stop	-106	222135	71093	141.865879
HCAEC	stop	-105	1283618	71095	853.718810
HCAEC	stop	-104	179687	71095	116.076896
HCAEC	stop	-103	193944	71096	132.686688
HCAEC	stop	-102	1466101	71096	848.807266
HCAEC	stop	-101	174752	71097	120.774172
HCAEC	stop	-100	294543	71098	140.024451
HCAEC	stop	-99	1549771	71099	894.288853
HCAEC	stop	-98	188141	71099	118.421180
HCAEC	stop	-97	221299	71100	138.777049
HCAEC	stop	-96	1278578	71101	867.245210
HCAEC	stop	-95	168873	71102	116.794850
HCAEC	stop	-94	227884	71103	135.106687
HCAEC	stop	-93	1426761	71106	878.665993
HCAEC	stop	-92	171830	71107	126.231304
HCAEC	stop	-91	185161	71107	136.873021
HCAEC	stop	-90	1498901	71107	883.150452
HCAEC	stop	-89	250813	71107	123.062140
HCAEC	stop	-88	248535	71107	145.891822
HCAEC	stop	-87	1879542	71107	878.985167
HCAEC	stop	-86	215991	71107	127.100545
HCAEC	stop	-85	205571	71107	154.488886
HCAEC	stop	-84	1555477	71109	838.415969
HCAEC	stop	-83	187332	71109	118.656341
HCAEC	stop	-82	212932	71109	139.453967
HCAEC	stop	-81	1319576	71110	909.959555
HCAEC	stop	-80	183266	71110	115.089012
HCAEC	stop	-79	206391	71110	131.006063
HCAEC	stop	-78	1415533	71110	857.072567
HCAEC	stop	-77	191342	71110	121.060549
HCAEC	stop	-76	233394	71110	154.466961
HCAEC	stop	-75	1680594	71111	837.219705
HCAEC	stop	-74	194742	71112	121.014850
HCAEC	stop	-73	206357	71113	152.837475
HCAEC	stop	-72	1392767	71114	864.416096
HCAEC	stop	-71	175258	71114	131.415664
HCAEC	stop	-70	213127	71114	139.181462
HCAEC	stop	-69	1265724	71114	869.210862
HCAEC	stop	-68	180490	71114	118.387239
HCAEC	stop	-67	188499	71114	138.217359
HCAEC	stop	-66	1364960	71115	900.188414
HCAEC	stop	-65	180412	71115	126.684824
HCAEC	stop	-64	203296	71115	143.384659
HCAEC	stop	-63	1351935	71116	877.356592
HCAEC	stop	-62	176325	71116	122.279841
HCAEC	stop	-61	176894	71116	133.386744
HCAEC	stop	-60	1355631	71116	852.521924
HCAEC	stop	-59	193442	71116	142.569813
HCAEC	stop	-58	203941	71116	140.934665
HCAEC	stop	-57	1578000	71116	876.870778
HCAEC	stop	-56	184401	71116	111.615231
HCAEC	stop	-55	204858	71116	133.139216
HCAEC	stop	-54	1319708	71116	861.064740
HCAEC	stop	-53	165639	71116	116.593648
HCAEC	stop	-52	198204	71116	156.822736
HCAEC	stop	-51	1292007	71116	849.465135
HCAEC	stop	-50	158526	71116	109.891851
HCAEC	stop	-49	206338	71116	140.490890
HCAEC	stop	-48	1198563	71116	866.280797
HCAEC	stop	-47	152918	71116	117.588583
HCAEC	stop	-46	180260	71116	132.612310
HCAEC	stop	-45	1244066	71116	815.458329
HCAEC	stop	-44	152469	71116	117.761525
HCAEC	stop	-43	198061	71116	137.066981
HCAEC	stop	-42	1273251	71116	842.824534
HCAEC	stop	-41	144132	71116	111.760316
HCAEC	stop	-40	174983	71116	128.574564
HCAEC	stop	-39	1315351	71116	837.467640
HCAEC	stop	-38	152357	71116	115.725409
HCAEC	stop	-37	202014	71116	145.635716
HCAEC	stop	-36	1427362	71116	890.815984
HCAEC	stop	-35	190691	71116	130.568897
HCAEC	stop	-34	214882	71116	162.805560
HCAEC	stop	-33	1514442	71116	967.208925
HCAEC	stop	-32	194997	71116	132.379018
HCAEC	stop	-31	226653	71116	160.053843
HCAEC	stop	-30	1648236	71116	923.972301
HCAEC	stop	-29	191163	71116	130.054440
HCAEC	stop	-28	202912	71116	148.548280
HCAEC	stop	-27	1363851	71116	876.940312
HCAEC	stop	-26	184961	71116	124.063320
HCAEC	stop	-25	223351	71116	140.591282
HCAEC	stop	-24	1292405	71116	859.853196
HCAEC	stop	-23	202641	71116	124.735444
HCAEC	stop	-22	233888	71116	166.782631
HCAEC	stop	-21	1855914	71116	887.897856
HCAEC	stop	-20	192509	71116	120.836647
HCAEC	stop	-19	198275	71116	145.455750
HCAEC	stop	-18	1392461	71116	845.481071
HCAEC	stop	-17	194513	71116	126.568352
HCAEC	stop	-16	219294	71116	147.040928
HCAEC	stop	-15	1474891	71116	817.634540
HCAEC	stop	-14	169398	71116	131.290596
HCAEC	stop	-13	163021	71116	109.469685
HCAEC	stop	-12	976892	71116	629.561973
HCAEC	stop	-11	103779	71116	99.450767
HCAEC	stop	-10	231754	71116	136.032426
HCAEC	stop	-9	2439151	71116	1251.834451
HCAEC	stop	-8	349868	71116	162.693890
HCAEC	stop	-7	234648	71116	153.780970
HCAEC	stop	-6	1439012	71116	864.845664
HCAEC	stop	-5	162844	71116	102.232475
HCAEC	stop	-4	146036	71116	95.117190
HCAEC	stop	-3	1300347	71116	844.642607
HCAEC	stop	-2	141142	71116	99.378431
HCAEC	stop	-1	141882	71116	119.635792
HCAEC	stop	0	2612982	71116	2216.994186
HCAEC	stop	1	321624	71116	252.739567
HCAEC	stop	2	109269	71116	104.818173
HCAEC	stop	3	68733	66242	54.934311
HCAEC	stop	4	29339	66242	25.800422
HCAEC	stop	5	27637	66241	25.526155
HCAEC	stop	6	17607	65719	17.024345
HCAEC	stop	7	32192	65691	22.463813
HCAEC	stop	8	23691	65664	22.909975
HCAEC	stop	9	15144	65655	12.031832
HCAEC	stop	10	21936	65624	23.251300
HCAEC	stop	11	22432	65617	19.623708
HCAEC	stop	12	11842	65596	12.036968
HCAEC	stop	13	20402	65574	17.984279
HCAEC	stop	14	25483	65555	30.007943
HCAEC	stop	15	13902	65538	11.849069
HCAEC	stop	16	16273	65525	19.002810
HCAEC	stop	17	15907	65510	15.679194
HCAEC	stop	18	12742	65492	10.911635
HCAEC	stop	19	20441	65476	16.261903
HCAEC	stop	20	16548	65452	16.257758
HCAEC	stop	21	9554	65414	16.377651
HCAEC	stop	22	14934	65384	24.893368
HCAEC	stop	23	14811	65347	18.251664
HCAEC	stop	24	9336	65292	16.736950
HCAEC	stop	25	19273	65243	16.798898
HCAEC	stop	26	16724	65208	60.654282
HCAEC	stop	27	10538	65176	9.619639
HCAEC	stop	28	28154	65148	18.550905
HCAEC	stop	29	15580	65116	16.647295
HCAEC	stop	30	8714	65095	8.965914
HCAEC	stop	31	16345	65072	13.803771
HCAEC	stop	32	15994	65029	20.127220
HCAEC	stop	33	7114	65002	9.989899
HCAEC	stop	34	19079	64974	18.535429
HCAEC	stop	35	20982	64944	23.429067
HCAEC	stop	36	10480	64905	11.011553
HCAEC	stop	37	21501	64871	17.693871
HCAEC	stop	38	17118	64812	16.986457
HCAEC	stop	39	10993	64778	21.547628
HCAEC	stop	40	18054	64738	27.395557
HCAEC	stop	41	16512	64673	20.034651
HCAEC	stop	42	11242	64633	18.165128
HCAEC	stop	43	17864	64568	22.656509
HCAEC	stop	44	15102	64502	21.408205
HCAEC	stop	45	26430	64445	18.086952
HCAEC	stop	46	16617	64400	24.369287
HCAEC	stop	47	14539	64325	18.063913
HCAEC	stop	48	8430	64275	11.974689
HCAEC	stop	49	25277	64216	22.536091
HCAEC	stop	50	15812	64142	20.027878
HUVEC	start	-50	12750	60411	166.986099
HUVEC	start	-49	19036	60609	161.245373
HUVEC	start	-48	20952	60855	162.910707
HUVEC	start	-47	14156	61042	141.591464
HUVEC	start	-46	17532	61219	149.213219
HUVEC	start	-45	24109	61408	133.958855
HUVEC	start	-44	17187	61615	140.521111
HUVEC	start	-43	14680	61807	144.274938
HUVEC	start	-42	20461	62046	148.683957
HUVEC	start	-41	17548	62268	140.724727
HUVEC	start	-40	16915	62524	146.447196
HUVEC	start	-39	20255	62741	157.627542
HUVEC	start	-38	12838	62960	149.069896
HUVEC	start	-37	21757	63199	130.794793
HUVEC	start	-36	24457	63456	168.709379
HUVEC	start	-35	18373	63701	141.290089
HUVEC	start	-34	18232	63909	135.525021
HUVEC	start	-33	23554	64160	147.436118
HUVEC	start	-32	16611	64386	128.097084
HUVEC	start	-31	21188	64652	129.208051
HUVEC	start	-30	26830	64947	133.847384
HUVEC	start	-29	17668	65224	131.906758
HUVEC	start	-28	23996	65468	167.284310
HUVEC	start	-27	28941	65731	138.571752
HUVEC	start	-26	18941	66047	153.642029
HUVEC	start	-25	23653	66294	171.586042
HUVEC	start	-24	25855	66565	141.893577
HUVEC	start	-23	19244	66820	128.591935
HUVEC	start	-22	19102	67079	157.646966
HUVEC	start	-21	24143	67368	169.305464
HUVEC	start	-20	25077	67610	143.748187
HUVEC	start	-19	22170	67832	155.102957
HUVEC	start	-18	33880	68020	184.184198
HUVEC	start	-17	22070	68233	147.890723
HUVEC	start	-16	14754	68458	112.119271
HUVEC	start	-15	23533	68683	148.798255
HUVEC	start	-14	18101	68866	137.961903
HUVEC	start	-13	21412	69077	147.826577
HUVEC	start	-12	31561	69263	162.963620
HUVEC	start	-11	24959	69448	164.832392
HUVEC	start	-10	21959	69590	156.438145
HUVEC	start	-9	37496	69764	149.733784
HUVEC	start	-8	30383	69882	133.668728
HUVEC	start	-7	16448	69986	105.110912
HUVEC	start	-6	19531	70096	115.544902
HUVEC	start	-5	25847	70186	145.684006
HUVEC	start	-4	14043	70278	112.381482
HUVEC	start	-3	20332	70332	109.690206
HUVEC	start	-2	24990	70374	153.724849
HUVEC	start	-1	136749	70414	488.286423
HUVEC	start	0	852356	71116	2599.361812
HUVEC	start	1	57154	71116	255.973656
HUVEC	start	2	52306	71116	263.549030
HUVEC	start	3	294971	71115	1019.390498
HUVEC	start	4	27931	71115	150.953796
HUVEC	start	5	31306	71115	164.434415
HUVEC	start	6	196487	71112	635.797292
HUVEC	start	7	24271	71111	126.195870
HUVEC	start	8	48791	71109	234.733375
HUVEC	start	9	186702	71108	744.208713
HUVEC	start	10	19997	71103	97.212473
HUVEC	start	11	54421	71100	220.381634
HUVEC	start	12	249829	71098	836.968762
HUVEC	start	13	31516	71097	142.914868
HUVEC	start	14	41639	71094	179.908783
HUVEC	start	15	160998	71090	590.803883
HUVEC	start	16	27752	71085	133.972226
HUVEC	start	17	47207	71085	176.710257
HUVEC	start	18	176017	71083	612.727796
HUVEC	start	19	30361	71081	128.379462
HUVEC	start	20	35062	71078	189.970784
HUVEC	start	21	181987	71077	610.625591
HUVEC	start	22	27833	71076	114.756262
HUVEC	start	23	43763	71074	181.642271
HUVEC	start	24	169395	71073	553.950829
HUVEC	start	25	29137	71072	116.572886
HUVEC	start	26	43537	71070	166.820136
HUVEC	start	27	158168	71065	554.531368
HUVEC	start	28	36331	71063	122.804554
HUVEC	start	29	38834	71061	179.638097
HUVEC	start	30	178133	71058	626.884665
HUVEC	start	31	31911	71054	124.381193
HUVEC	start	32	49218	71052	160.992740
HUVEC	start	33	208925	71050	598.422889
HUVEC	start	34	39834	71049	134.669965
HUVEC	start	35	51637	71046	168.543183
HUVEC	start	36	211483	71045	626.672357
HUVEC	start	37	34608	71045	121.201365
HUVEC	start	38	41420	71042	167.391889
HUVEC	start	39	196597	71039	621.056939
HUVEC	start	40	31048	71035	125.505049
HUVEC	start	41	50027	71031	168.699269
HUVEC	start	42	183328	71026	603.856379
HUVEC	start	43	31456	71024	139.052423
HUVEC	start	44	33816	71021	168.132781
HUVEC	start	45	193050	71018	626.614178
HUVEC	start	46	30930	71014	129.810352
HUVEC	start	47	42723	71013	169.177893
HUVEC	start	48	175948	71011	615.442959
HUVEC	start	49	28119	71007	121.250388
HUVEC	start	50	42657	71006	181.891186
HUVEC	start	51	291492	71004	616.231175
HUVEC	start	52	32508	70996	121.396083
HUVEC	start	53	46521	70994	161.870392
HUVEC	start	54	197840	70992	640.232134
HUVEC	start	55	26394	70991	141.826441
HUVEC	start	56	39584	70989	158.977761
HUVEC	start	57	215438	70988	644.016231
HUVEC	start	58	32438	70984	124.340329
HUVEC	start	59	55345	70981	163.520433
HUVEC	start	60	267740	70980	658.475322
HUVEC	start	61	29136	70980	127.928017
HUVEC	start	62	42923	70978	164.348343
HUVEC	start	63	221733	70973	678.793383
HUVEC	start	64	33301	70970	132.309138
HUVEC	start	65	37761	70966	160.291124
HUVEC	start	66	184980	70960	675.571719
HUVEC	start	67	34483	70953	125.018029
HUVEC	start	68	43823	70951	173.233157
HUVEC	start	69	232763	70947	676.456162
HUVEC	start	70	33473	70943	120.990688
HUVEC	start	71	45331	70940	176.714629
HUVEC	start	72	228538	70938	664.204394
HUVEC	start	73	42812	70931	134.078001
HUVEC	start	74	42473	70926	181.270488
HUVEC	start	75	186356	70920	684.923714
HUVEC	start	76	36728	70917	131.389873
HUVEC	start	77	48867	70912	182.218039
HUVEC	start	78	200709	70910	698.450975
HUVEC	start	79	31674	70904	126.519293
HUVEC	start	80	42213	70902	176.290129
HUVEC	start	81	176279	70901	709.988329
HUVEC	start	82	31251	70898	122.213650
HUVEC	start	83	46234	70898	166.024089
HUVEC	start	84	187562	70892	697.421983
HUVEC	start	85	31237	70888	140.553609
HUVEC	start	86	46103	70887	168.568860
HUVEC	start	87	185211	70881	670.258936
HUVEC	start	88	28721	70880	116.037359
HUVEC	start	89	39226	70876	160.972971
HUVEC	start	90	207815	70871	696.660981
HUVEC	start	91	28350	70867	132.498493
HUVEC	start	92	36928	70865	178.285612
HUVEC	start	93	193886	70860	706.891215
HUVEC	start	94	29455	70851	147.188526
HUVEC	start	95	40972	70848	174.687661
HUVEC	start	96	200881	70845	713.740230
HUVEC	start	97	29306	70843	130.153522
HUVEC	start	98	38349	70838	165.863098
HUVEC	start	99	228394	70832	695.688146
HUVEC	start	100	31387	70828	127.408655
HUVEC	start	101	37667	70826	158.523125
HUVEC	start	102	189383	70821	700.991759
HUVEC	start	103	27976	70818	154.806558
HUVEC	start	104	42921	70816	170.879250
HUVEC	start	105	193469	70809	746.786413
HUVEC	start	106	29220	70806	130.633801
HUVEC	start	107	37283	70801	174.729183
HUVEC	start	108	192157	70794	732.264852
HUVEC	start	109	28267	70790	130.151146
HUVEC	start	110	40824	70786	147.423417
HUVEC	start	111	200606	70782	685.616725
HUVEC	start	112	30288	70776	145.424056
HUVEC	start	113	38990	70775	170.389631
HUVEC	start	114	204071	70774	691.520801
HUVEC	start	115	29592	70769	140.391027
HUVEC	start	116	32040	70761	159.832210
HUVEC	start	117	172620	70757	690.946089
HUVEC	start	118	31095	70754	135.240719
HUVEC	start	119	36239	70751	160.190652
HUVEC	start	120	188718	70743	661.581338
HUVEC	start	121	31579	70740	130.852639
HUVEC	start	122	50101	70735	164.932799
HUVEC	start	123	171895	70733	700.055002
HUVEC	start	124	33206	70732	142.248119
HUVEC	start	125	45482	70728	191.708928
HUVEC	start	126	184150	70723	705.424949
HUVEC	start	127	24798	70722	128.847338
HUVEC	start	128	42489	70719	187.463612
HUVEC	start	129	216083	70709	729.318444
HUVEC	start	130	33289	70705	124.860676
HUVEC	start	131	43523	70702	155.189874
HUVEC	start	132	241447	70696	761.740779
HUVEC	start	133	34835	70691	137.331159
HUVEC	start	134	43652	70683	167.460052
HUVEC	start	135	206070	70678	703.136939
HUVEC	start	136	26907	70671	131.812437
HUVEC	start	137	37273	70666	173.976370
HUVEC	start	138	175302	70662	715.916388
HUVEC	start	139	25229	70660	125.647463
HUVEC	start	140	32842	70651	161.951131
HUVEC	start	141	150809	70642	754.129606
HUVEC	start	142	24507	70639	139.693057
HUVEC	start	143	36727	70633	164.841314
HUVEC	start	144	177537	70623	769.336225
HUVEC	start	145	30761	70619	127.809623
HUVEC	start	146	37706	70609	149.052591
HUVEC	start	147	185756	70604	769.281629
HUVEC	start	148	30817	70601	154.307815
HUVEC	start	149	43298	70596	193.295134
HUVEC	start	150	211035	70592	798.238858
HUVEC	stop	-150	202836	71049	941.663937
HUVEC	stop	-149	29271	71050	157.208268
HUVEC	stop	-148	37186	71050	179.415788
HUVEC	stop	-147	173055	71052	814.936528
HUVEC	stop	-146	28703	71053	129.626737
HUVEC	stop	-145	33341	71053	188.927777
HUVEC	stop	-144	178671	71055	854.941000
HUVEC	stop	-143	30981	71057	134.724141
HUVEC	stop	-142	33829	71059	178.376313
HUVEC	stop	-141	170045	71061	762.048575
HUVEC	stop	-140	24047	71061	124.732187
HUVEC	stop	-139	35644	71061	175.549439
HUVEC	stop	-138	171503	71062	750.484989
HUVEC	stop	-137	27697	71063	142.053075
HUVEC	stop	-136	40753	71064	195.213224
HUVEC	stop	-135	187260	71064	852.772125
